equipment_id ,localize_key 
4507113,WindMagicStone
4507121,WindMagicStone
4507122,WindMagicStone
4507123,WindMagicStone
4508111,WindMagicStone
4508112,WindMagicStone
4508113,WindMagicStone
4508121,WindMagicStone
4508122,WindMagicStone
4508123,WindMagicStone
4509111,WindMagicStone
4509112,WindMagicStone
4509113,WindMagicStone
4509121,WindMagicStone
4509122,WindMagicStone
4509123,WindMagicStone
4510111,WindMagicStone
4510112,WindMagicStone
4510113,WindMagicStone
4510121,WindMagicStone
4510122,WindMagicStone
4510123,WindMagicStone
4601111,LightMagicStone
4601112,LightMagicStone
4601113,LightMagicStone
4601121,LightMagicStone
4601122,LightMagicStone
4601123,LightMagicStone
4602111,LightMagicStone
4602112,LightMagicStone
4602113,LightMagicStone
4602121,LightMagicStone
4602122,LightMagicStone
4602123,LightMagicStone
4603111,LightMagicStone
4603112,LightMagicStone
4603113,LightMagicStone
4603121,LightMagicStone
4603122,LightMagicStone
4603123,LightMagicStone
4604111,LightMagicStone
4604112,LightMagicStone
4604113,LightMagicStone
4604121,LightMagicStone
4604122,LightMagicStone
4604123,LightMagicStone
4605111,LightMagicStone
4605112,LightMagicStone
4605113,LightMagicStone
4605121,LightMagicStone
4605122,LightMagicStone
4605123,LightMagicStone
4606111,LightMagicStone
4606112,LightMagicStone
4606113,LightMagicStone
4606121,LightMagicStone
4606122,LightMagicStone
4606123,LightMagicStone
4607111,LightMagicStone
4607112,LightMagicStone
4607113,LightMagicStone
4607121,LightMagicStone
4607122,LightMagicStone
4607123,LightMagicStone
4608111,LightMagicStone
4608112,LightMagicStone
4608113,LightMagicStone
4608121,LightMagicStone
4608122,LightMagicStone
4608123,LightMagicStone
4609111,LightMagicStone
4609112,LightMagicStone
4609113,LightMagicStone
4609121,LightMagicStone
4609122,LightMagicStone
4609123,LightMagicStone
4610111,LightMagicStone
4610112,LightMagicStone
4610113,LightMagicStone
4610121,LightMagicStone
4610122,LightMagicStone
4610123,LightMagicStone
4701111,DarkMagicStone
4701112,DarkMagicStone
4701113,DarkMagicStone
4701121,DarkMagicStone
4701122,DarkMagicStone
4701123,DarkMagicStone
4702111,DarkMagicStone
4702112,DarkMagicStone
4702113,DarkMagicStone
4702121,DarkMagicStone
4702122,DarkMagicStone
4702123,DarkMagicStone
4703111,DarkMagicStone
4703112,DarkMagicStone
4703113,DarkMagicStone
4703121,DarkMagicStone
4703122,DarkMagicStone
4703123,DarkMagicStone
4704111,DarkMagicStone
4704112,DarkMagicStone
4704113,DarkMagicStone
4704121,DarkMagicStone
4704122,DarkMagicStone
4704123,DarkMagicStone
4705111,DarkMagicStone
4705112,DarkMagicStone
4705113,DarkMagicStone
4705121,DarkMagicStone
4705122,DarkMagicStone
4705123,DarkMagicStone
4706111,DarkMagicStone
4706112,DarkMagicStone
4706113,DarkMagicStone
4706121,DarkMagicStone
4706122,DarkMagicStone
4706123,DarkMagicStone
4707111,DarkMagicStone
4707112,DarkMagicStone
4707113,DarkMagicStone
4707121,DarkMagicStone
4707122,DarkMagicStone
4707123,DarkMagicStone
4708111,DarkMagicStone
4708112,DarkMagicStone
4708113,DarkMagicStone
4708121,DarkMagicStone
4708122,DarkMagicStone
4708123,DarkMagicStone
4709111,DarkMagicStone
4709112,DarkMagicStone
4709113,DarkMagicStone
4709121,DarkMagicStone
4709122,DarkMagicStone
4709123,DarkMagicStone
4710111,DarkMagicStone
4710112,DarkMagicStone
4710113,DarkMagicStone
4710121,DarkMagicStone
4710122,DarkMagicStone
4710123,DarkMagicStone
